Province_State,Country_Region,Lat,Long_
Missouri,US,37.96130078,-90.87948158
Missouri,US,37.11303869,-90.46001416
Missouri,US,37.2813734,-92.876329
Missouri,US,40.47945588,-94.42328751
Missouri,US,37.27029221,-92.46914488
Montana,US,45.13434354,-112.8984694
Montana,US,45.42335905,-107.492347
Montana,US,48.43175214,-108.9582723
Montana,US,45.22850116,-109.0274047
Montana,US,45.5197966,-104.5395536
Montana,US,47.88084126,-110.4353362
Montana,US,46.25319932,-105.57375259999998
Montana,US,48.78420029,-105.54763429999998
Montana,US,47.26584855,-104.89444170000002
Montana,US,46.05953325,-113.073353
Montana,US,46.33478338,-104.4183565
Montana,US,47.26331584,-109.2245206
Montana,US,47.27545948,-107.0002351
Montana,US,48.70513576,-112.9934235
Montana,US,46.3816474,-109.1768522
Montana,US,46.40605220000001,-113.4414186
Montana,US,48.62879827,-110.1129252
Montana,US,46.14907081,-112.094396
Montana,US,47.04581276,-110.2660688
Montana,US,47.64514965,-114.0898013
Montana,US,48.56084317,-111.024307
Montana,US,48.54265777,-115.4046155
Montana,US,47.64469406,-105.7944994
Montana,US,46.59907074,-110.8898557
Montana,US,47.15283992,-115.0015239
Montana,US,46.49684637,-108.39498
Montana,US,45.48965095,-110.52643940000002
Montana,US,47.1182463,-108.2508876
Montana,US,48.25936577,-107.9128511
Montana,US,48.22773388,-112.2252703
Montana,US,45.39617714,-105.636738
Montana,US,46.85538891,-112.9359164
Montana,US,46.86048047,-105.379384
Montana,US,47.78668011,-104.5610786
Montana,US,46.23397237,-106.72928799999998
Montana,US,47.67657534,-115.1329916
Montana,US,48.72085833,-104.503829
Montana,US,45.67071407,-109.3950061
Montana,US,45.81367654,-109.9425686
Montana,US,47.83741052,-112.2410688
Montana,US,48.65577551,-111.6942414
Montana,US,46.20973220000001,-107.2666516
Montana,US,48.36435097,-106.6669635
Montana,US,46.46652491,-109.8464636
Montana,US,46.95925154,-104.2510927
Nebraska,US,42.17695516,-98.0666283
Nebraska,US,41.56896142,-101.6959559
Nebraska,US,41.54634427,-103.7114332
Nebraska,US,41.91311716,-99.97677845
Nebraska,US,41.70759415,-98.06737183
Nebraska,US,42.22079243,-103.0878834
Nebraska,US,42.8997274,-98.76486568
Nebraska,US,42.43018907,-99.92904055
Nebraska,US,41.85056773,-96.32605633
Nebraska,US,41.22703692,-97.13106306
Nebraska,US,42.5988851,-97.25311951
Nebraska,US,40.5237198,-101.6978026
Nebraska,US,42.54502621,-101.1244332
Nebraska,US,41.21999357,-102.9941693
Nebraska,US,40.52439441,-98.05126296
Nebraska,US,41.57486951,-97.0868542
Nebraska,US,41.91637624,-96.78730772
Nebraska,US,41.39374521,-99.72805369
Nebraska,US,42.39040144,-96.56656425
Nebraska,US,42.71985036,-103.1313774
Nebraska,US,40.87028216,-99.8201461
Nebraska,US,41.11168186,-102.3333331
Nebraska,US,42.49188363,-96.86782408
Nebraska,US,41.58071748,-96.65598179
Nebraska,US,40.17638677,-101.6876522
Nebraska,US,40.52458567,-97.59646937
Nebraska,US,40.17636348,-98.95299073
Nebraska,US,40.52993007,-100.3924658
Nebraska,US,40.17642064,-99.91247454
Nebraska,US,40.26186809,-96.68946704
Nebraska,US,41.61703149,-102.3313973
Nebraska,US,41.91428955,-98.99111827
Nebraska,US,40.51481965,-99.83020279
Nebraska,US,41.91528587,-101.740701
Nebraska,US,41.56742671,-98.52150266
Nebraska,US,40.87257079,-98.50218293
Nebraska,US,40.87349452,-98.02099117
Nebraska,US,40.17658508,-99.40438879
Nebraska,US,40.52451972,-101.0603568
Nebraska,US,40.17609175,-101.0416477
Nebraska,US,42.45522056,-98.78402558
Nebraska,US,41.91586243,-101.1354293
Nebraska,US,41.2200529,-98.5166499
Nebraska,US,40.17584531,-97.142601
Nebraska,US,40.39257596,-96.26522753
Nebraska,US,40.50663314,-98.94877182
Nebraska,US,41.19930341,-101.6620164
Nebraska,US,42.87990694,-99.71343729
Nebraska,US,41.19774275,-103.7148131
Nebraska,US,41.56650314,-100.4817851
Nebraska,US,41.91371961,-99.45440415
Nebraska,US,41.91676024,-97.6005481
Nebraska,US,41.56797682,-101.0599362
Nebraska,US,41.16624273,-98.0374887
Nebraska,US,41.71711774,-103.0061405
Nebraska,US,41.39750195,-97.99327291
Nebraska,US,40.17637905,-98.04743961
Nebraska,US,40.64843556,-96.13374142
Nebraska,US,40.13141096,-96.23705437
Nebraska,US,40.85082525,-101.6502942
Nebraska,US,40.51156033,-99.41461667
Nebraska,US,42.26434853,-97.60122773
Nebraska,US,41.57246836,-97.52144359
Nebraska,US,41.18813488,-97.56630712
Nebraska,US,40.17556879999999,-100.476998
Nebraska,US,40.1247415,-95.71755036
Nebraska,US,42.42252217,-99.44832069
Nebraska,US,40.52418865,-97.14085859
Nebraska,US,41.2278103,-96.63773905
Nebraska,US,41.85070896,-103.7080986
Nebraska,US,40.87241834,-97.139673
Nebraska,US,42.50284406,-102.4126613
Nebraska,US,41.22045983,-98.97588642
Nebraska,US,42.48932059,-103.7576544
Nebraska,US,41.9169835,-97.19394708
Nebraska,US,40.17626377,-97.59504381
Nebraska,US,41.91358968,-100.5556632
Nebraska,US,42.15725356,-96.54157099
Nebraska,US,41.56730777,-98.98197724
Nebraska,US,41.52815707,-96.22019892
Nebraska,US,42.20934475,-97.11926964
Nebraska,US,40.17642643,-98.50019851
Nebraska,US,41.91482725,-98.52798941
Nebraska,US,40.87272618,-97.59710186
Nevada,US,39.58105744,-118.3394607
Nevada,US,38.912862,-119.6171333
Nevada,US,37.78436681,-117.6319999
Nevada,US,39.98100864,-116.2683204
Nevada,US,41.40692186,-118.1109427
Nevada,US,39.9332233,-117.0397075
Nevada,US,37.64268459,-114.8790388
Nevada,US,39.01777974,-119.1870479
Nevada,US,38.53841696,-118.4344506
Nevada,US,38.04264256,-116.4722702
Nevada,US,40.44003782,-118.40056409999998
Nevada,US,39.44875482,-119.5250207
Nevada,US,39.44157041,-114.899966
New Hampshire,US,43.51637314,-71.41684235
New Hampshire,US,44.69063265,-71.30633239
New Mexico,US,33.91514144,-108.4046587
New Mexico,US,33.36406072,-104.4665365
New Mexico,US,34.91131525,-107.998876
New Mexico,US,36.60569702,-104.64726740000002
New Mexico,US,34.57421077,-103.3468876
New Mexico,US,34.34274529,-104.4117842
New Mexico,US,32.35275771,-106.8329387
New Mexico,US,32.47167456,-104.3053527
New Mexico,US,32.73911281,-108.3827845
New Mexico,US,34.86319296,-104.790669
New Mexico,US,35.85751555,-103.8220938
New Mexico,US,31.91383467,-108.7151824
New Mexico,US,33.74526079,-105.4586166
New Mexico,US,35.86631386,-106.3134985
New Mexico,US,32.18179341,-107.75088259999998
New Mexico,US,36.01095101,-104.9497716
New Mexico,US,32.61348406,-105.7417604
New Mexico,US,35.10403332,-103.5481727
New Mexico,US,36.51072137,-106.6931674
New Mexico,US,34.02097406,-103.4799493
New Mexico,US,36.50838318,-108.320437
New Mexico,US,33.13028233,-107.1925893
New Mexico,US,34.64048375,-105.8508949
New Mexico,US,36.48126404,-103.4709624
New Mexico,US,34.71669834,-106.8103733
New York,US,40.85209301,-73.86282755
New York,US,42.24778241,-78.67923096
New York,US,42.91261714,-76.55731592
New York,US,42.22769210000001,-79.36691763
New York,US,42.13891056,-76.7638805
New York,US,44.59040891,-74.29926032
New York,US,40.6361825,-73.94935552
New York,US,43.7844157,-75.44903992
New York,US,42.91653905,-75.67266639
New York,US,43.2516977,-78.2320066
New York,US,43.42778894,-76.14635194
New York,US,42.63492579,-75.03151402
New York,US,40.71088124,-73.81684712
New York,US,40.58582155,-74.14808598
New York,US,42.39184015,-76.8773299
New York,US,42.78081007,-76.82497064
New York,US,44.4976179,-75.06550039
New York,US,42.63505484,-77.10369919
North Carolina,US,35.922379600000006,-81.17751948
North Carolina,US,36.49360862,-81.12857041
North Carolina,US,34.97403241,-80.09953279
North Carolina,US,36.43296207,-81.49862729
North Carolina,US,36.07569796,-81.92308483
North Carolina,US,35.48531943,-76.84325809
North Carolina,US,36.0688473,-76.96545943
North Carolina,US,34.61296243,-78.56180059
North Carolina,US,35.74989637,-81.70755735
North Carolina,US,35.95204977,-81.54799522
North Carolina,US,36.33804939,-76.15568396
North Carolina,US,36.39312665,-79.33353281
North Carolina,US,35.05704275,-83.74353633
North Carolina,US,35.33553364,-81.55204486
North Carolina,US,34.26744084,-78.65801424
North Carolina,US,36.36123664,-75.95876401
North Carolina,US,35.66520691,-75.71767334
North Carolina,US,34.93449805,-77.93140529
North Carolina,US,35.91230639,-77.59436892
North Carolina,US,36.44667547,-76.69749701
North Carolina,US,35.3506925,-83.83369267
North Carolina,US,35.48544173,-77.67578087
North Carolina,US,36.25669272,-77.6556109
North Carolina,US,35.55269063,-82.98196486
North Carolina,US,36.3607755,-76.98104134
North Carolina,US,35.28814273,-83.14093385
North Carolina,US,35.02254606,-77.35870791
North Carolina,US,35.24032589999999,-77.64245615
North Carolina,US,35.14867843,-83.41696617
North Carolina,US,35.85402722,-82.71346418
North Carolina,US,35.84326734,-77.10860251
North Carolina,US,35.67736232,-82.0482425
North Carolina,US,36.01059309,-82.1582442
North Carolina,US,36.41736238,-77.39769443
North Carolina,US,35.15253315,-76.66559823
North Carolina,US,34.52265624,-77.90352133
North Carolina,US,36.17847453,-76.40603143
North Carolina,US,36.38989032,-78.97217358
North Carolina,US,35.27820615,-82.16812354
North Carolina,US,35.71015088,-79.80570339
North Carolina,US,35.00417719,-79.74491009
North Carolina,US,36.39593137,-79.77504841
North Carolina,US,35.40114178,-81.92112099
North Carolina,US,35.31647813,-80.25093221
North Carolina,US,36.4017975,-80.23893369
North Carolina,US,36.41689489,-80.69102283
North Carolina,US,35.48665845,-83.48748932
North Carolina,US,35.20383864,-82.79638423
North Carolina,US,35.87147226,-76.17055253
North Carolina,US,36.36880673,-78.40670845
North Carolina,US,36.39728256,-78.10652228
North Carolina,US,35.83810081,-76.57299037
North Carolina,US,36.2084135,-81.16232895
North Carolina,US,36.16222629,-80.66239436
North Carolina,US,35.90079156,-82.31237181
North Dakota,US,46.09686891,-102.5285397
North Dakota,US,46.93579637,-98.06605978
North Dakota,US,48.0683985,-99.35916363
North Dakota,US,47.02366884,-103.3762965
North Dakota,US,48.79106111,-100.8378166
North Dakota,US,46.11285362,-103.5203343
North Dakota,US,48.79094471,-102.5182117
North Dakota,US,48.77286211,-98.46685243
North Dakota,US,46.11017712,-98.5049008
North Dakota,US,48.814938700000006,-103.4873611
North Dakota,US,47.35423935,-102.6160468
North Dakota,US,47.71701474,-98.90432337
North Dakota,US,46.28398398,-100.2389766
North Dakota,US,47.4571084,-98.88279923
North Dakota,US,46.94022281,-103.8465421
North Dakota,US,47.92093639,-97.45450447
North Dakota,US,46.35821257,-101.6390013
North Dakota,US,47.45785838,-98.23850925
North Dakota,US,46.43375068,-102.4632417
North Dakota,US,46.97830064,-99.77507857
North Dakota,US,46.45681054,-98.53542355
North Dakota,US,46.45729487,-99.47719806
North Dakota,US,48.23104458,-100.6324822
North Dakota,US,46.11182017,-99.44145858
North Dakota,US,47.74133370000001,-103.395905
North Dakota,US,47.60766714,-101.3182418
North Dakota,US,47.31213126,-101.8318399
North Dakota,US,48.20197971,-102.3555315
North Dakota,US,47.9226426,-98.19038437
North Dakota,US,47.11530482,-101.3406158
North Dakota,US,48.76623521,-97.5523809
North Dakota,US,46.45621782,-97.65742504
North Dakota,US,48.71982533,-101.6603912
North Dakota,US,46.26440649,-96.94852979
North Dakota,US,48.77245354,-99.84097493
North Dakota,US,46.10830372,-97.63217159
North Dakota,US,47.57700669,-100.3426391
North Dakota,US,46.11323337,-101.0440149
North Dakota,US,46.44737738,-103.4601547
North Dakota,US,46.80851182,-102.6576326
North Dakota,US,47.45611548,-97.72728747
North Dakota,US,46.97962541,-98.95637318
North Dakota,US,48.68565745,-99.24564265
North Dakota,US,47.45367788,-97.16323288
North Dakota,US,48.36876964,-97.72574783
North Dakota,US,47.58614526,-99.65904998
North Dakota,US,48.34522353,-103.4793387
Ohio,US,38.84541072,-83.4718964
Ohio,US,40.77285242,-84.10802343
Ohio,US,39.33425634,-82.04278644
Ohio,US,40.55998859,-84.22421429999999
Ohio,US,38.93416837,-83.86788395
Ohio,US,40.13923427,-83.76875242
Ohio,US,40.85065156,-82.91989099
Ohio,US,39.75107189,-82.63088163
Ohio,US,39.56021306,-83.4562016
Ohio,US,41.60213491,-84.12571393
Ohio,US,40.05026529,-81.49248905
Ohio,US,40.66015414,-83.65929931
Ohio,US,40.29380509,-81.09068544
Ohio,US,41.3339642,-84.06830637
Ohio,US,39.1839264,-83.60331456
Ohio,US,39.49537927,-82.47991446
Ohio,US,40.56163713,-81.92635677
Ohio,US,39.01914254,-82.61818559999998
Ohio,US,40.38614126,-80.76259514
Ohio,US,38.59743452,-82.53466552
Ohio,US,40.38996525,-83.76784341
Ohio,US,39.09224872,-82.0305041
Ohio,US,40.54043046,-84.62912742
Ohio,US,39.72984936,-81.08464734
Ohio,US,39.62081738,-81.85308173
Ohio,US,40.52363560000001,-82.7892599
Ohio,US,39.96575964,-81.94363275
Ohio,US,39.76818851,-81.45937183
Ohio,US,41.53781826,-83.0940185
Ohio,US,41.11676341,-84.5801017
Ohio,US,39.73508655,-82.23804971
Ohio,US,39.64170392,-83.0243386
Ohio,US,39.07634001,-83.06769584
Ohio,US,39.7420247,-84.64787018
Ohio,US,41.02094889,-84.1336111
Ohio,US,39.33705391,-83.06000914
Ohio,US,41.35624126,-83.137872
Ohio,US,38.80270163,-82.98907345
Ohio,US,41.12351311,-83.12783209
Ohio,US,40.33163494,-84.20258189
Ohio,US,40.8554138,-84.59111700000003
Ohio,US,39.25208988,-82.4831444
Ohio,US,40.82925852,-81.88844833
Ohio,US,41.56052014,-84.58429552
Ohio,US,40.84339621,-83.30734173
Oklahoma,US,35.88494195,-94.65859267
Oklahoma,US,36.73090616,-98.32408495
Oklahoma,US,34.37366573,-96.03802487
Oklahoma,US,36.7496847,-100.4758872
Oklahoma,US,35.26862449,-99.68128023
Oklahoma,US,35.87518314,-98.43307003
Oklahoma,US,33.96472458,-96.25903472
Oklahoma,US,35.17364557,-98.37534464
Oklahoma,US,34.25103751,-97.28552485
Oklahoma,US,35.90692775,-94.99980896
Oklahoma,US,34.02807439,-95.54771129
Oklahoma,US,36.74817177,-102.5173885
Oklahoma,US,34.58840127,-96.29798747
Oklahoma,US,34.65973764,-98.47195055
Oklahoma,US,34.28845626,-98.37053567
Oklahoma,US,36.76268118,-95.20916602
Oklahoma,US,35.90230551,-96.37086028
Oklahoma,US,36.40823634,-94.80325046
Oklahoma,US,35.98772922,-99.00730714
Oklahoma,US,36.2180194,-99.75324573
Oklahoma,US,36.3791334,-97.78265517
Oklahoma,US,36.796297,-97.78638765
Oklahoma,US,34.93535801,-99.5605612
Oklahoma,US,34.7440135,-99.84741652
Oklahoma,US,36.78836519,-99.6679804
Oklahoma,US,35.22257600000001,-95.11513306
Oklahoma,US,35.04912569,-96.24921145
Oklahoma,US,34.11130184,-97.83182974
Oklahoma,US,34.31440473,-96.66011537
Oklahoma,US,35.94530008,-97.94193268
Oklahoma,US,34.91671958,-98.97720696
Oklahoma,US,34.87844729,-95.25215049
Oklahoma,US,34.89851864,-94.70392124
Oklahoma,US,35.70270942,-96.8812462
Oklahoma,US,33.95273467,-97.23906784
Oklahoma,US,36.31149996,-98.53467076
Oklahoma,US,34.02311222,-96.76855464
Oklahoma,US,36.30179091,-95.23175116
Oklahoma,US,34.11664328,-94.77222373
Oklahoma,US,35.37235506,-95.66599306
Oklahoma,US,34.48116015,-97.06826283
Oklahoma,US,36.79843529,-95.61902331
Oklahoma,US,35.46485198,-96.32639984
Oklahoma,US,35.64661916,-95.96432828
Oklahoma,US,36.62888819,-96.39635704
Oklahoma,US,36.83532655,-94.81011909
Oklahoma,US,34.92065823,-95.7513432
Oklahoma,US,34.72959848,-96.68337199
Oklahoma,US,35.20614018,-96.94923008
Oklahoma,US,34.41635232,-95.37603505
Oklahoma,US,35.68711719,-99.69666167
Oklahoma,US,36.37004357,-95.60406759
Oklahoma,US,35.16478725,-96.61686741
Oklahoma,US,35.49447108,-94.75463785
Oklahoma,US,34.48556989,-97.85141892
Oklahoma,US,36.74777635,-101.4889765
Oklahoma,US,34.37288446,-98.92426619
Oklahoma,US,35.96024096,-95.51911308
Oklahoma,US,35.29071824,-98.99180434
Oklahoma,US,36.76705782,-98.86573064
Oklahoma,US,36.42316318,-99.26283045
Oregon,US,44.70915557,-117.6749883
Oregon,US,45.99712889,-123.660711
Oregon,US,45.94464254,-123.0890898
Oregon,US,43.17406868,-124.0594514
Oregon,US,44.14230227,-120.356297
Oregon,US,42.45911325,-124.157282
Oregon,US,45.37160076,-120.2048869
Oregon,US,43.06422669,-118.9666306
Oregon,US,45.51872811,-121.65520359999998
Oregon,US,44.62806839,-121.17832
Oregon,US,42.79246693,-120.3850163
Oregon,US,44.64252874,-123.869912
Oregon,US,43.1937027,-117.6227395
Oregon,US,45.41846568,-119.584546
Oregon,US,45.41501554,-120.6827834
Oregon,US,45.46248721,-123.712066
Oregon,US,45.57894064,-117.18353799999998
Oregon,US,45.16292781,-121.1670954
Oregon,US,44.72698162,-120.02814270000002
Pennsylvania,US,40.81665618,-79.46290811
Pennsylvania,US,40.00522157,-78.48998442
Pennsylvania,US,40.47961444,-78.34917412
Pennsylvania,US,41.78869215,-76.51570822
Pennsylvania,US,40.49527404,-78.71377428
Pennsylvania,US,41.43625568,-78.20376845
Pennsylvania,US,40.91545395,-75.7068525
Pennsylvania,US,41.19265812,-79.42413524
Pennsylvania,US,41.00110782,-78.47592663
Pennsylvania,US,41.23255967,-77.63785995
Pennsylvania,US,41.68447709,-80.10760592
Pennsylvania,US,41.42822061,-78.64524744
Pennsylvania,US,41.51095103,-79.23229292
Pennsylvania,US,39.92913544,-78.11163677
Pennsylvania,US,39.85746531,-80.22357106
Pennsylvania,US,40.42162652,-77.97673273
Pennsylvania,US,40.65241041,-79.08963285
Pennsylvania,US,41.12913106,-78.9986361
Pennsylvania,US,40.53358749,-77.39975129999998
Pennsylvania,US,40.99206278,-80.33393706
Pennsylvania,US,41.34310539,-77.06629984
Pennsylvania,US,41.80938602,-78.56478358
Pennsylvania,US,40.61116939,-77.61070738
Pennsylvania,US,40.84785433,-76.70798222
Pennsylvania,US,40.40206612,-77.26297447
Pennsylvania,US,40.77129231,-77.06840691
Pennsylvania,US,39.97172723,-79.02699593
Pennsylvania,US,41.44634738,-76.51246591
Pennsylvania,US,41.82147784,-75.80071959
Pennsylvania,US,41.77255149,-77.25433032
Pennsylvania,US,40.96188846,-77.05996014
Pennsylvania,US,41.40323442,-79.75845449
Pennsylvania,US,41.81304978,-79.26969577
Pennsylvania,US,41.51955538,-76.01074915
South Carolina,US,32.98837386,-81.35321066
South Carolina,US,33.21927586,-81.05659969
South Carolina,US,33.26679302,-81.43584352
South Carolina,US,35.05122251,-81.61828622
South Carolina,US,34.69249168,-81.1583216
South Carolina,US,34.64137396,-80.15640140000002
South Carolina,US,33.43443342,-79.33202141
South Carolina,US,34.48244419,-82.00490796
South Carolina,US,34.07859748,-79.36400756
South Carolina,US,33.90161443,-82.30794338
South Carolina,US,34.75225169,-83.06742317
South Carolina,US,34.68835752,-81.61730349
South Carolina,US,33.62190129,-79.72767442
South Dakota,US,43.71757685,-98.56050467
South Dakota,US,43.19486375,-101.6665572
South Dakota,US,44.36974375,-96.79079945
South Dakota,US,43.71756379,-99.08118954
South Dakota,US,44.07657829,-99.20814467
South Dakota,US,44.90608745,-103.5079318
South Dakota,US,45.77074915,-100.0510181
South Dakota,US,44.85834507,-97.72925109
South Dakota,US,42.91296147,-96.97656917
South Dakota,US,44.97788119,-97.18827677
South Dakota,US,45.70889983,-101.1970473
South Dakota,US,43.67741105,-103.4534521
South Dakota,US,45.367281,-97.60737498
South Dakota,US,44.75994309,-96.66943645
South Dakota,US,45.15639647,-100.8709139
South Dakota,US,43.38520741,-98.36978007
South Dakota,US,45.41846445,-99.21545423
South Dakota,US,43.23929297,-103.5275691
South Dakota,US,45.07082625,-99.14535601
South Dakota,US,45.1723937,-96.77002276
South Dakota,US,43.19419064,-99.18883902
South Dakota,US,44.29299053,-101.539099
South Dakota,US,44.67385954,-97.18829593
South Dakota,US,44.54708407,-99.00386459
South Dakota,US,43.6746384,-97.78715148
South Dakota,US,45.58015551,-103.4958629
South Dakota,US,44.39091534,-99.99661148
South Dakota,US,43.33449012,-97.75536441
South Dakota,US,44.54747703,-99.48572582
South Dakota,US,43.69318385,-101.6255063
South Dakota,US,44.06637798,-98.62965972
South Dakota,US,43.96278565,-100.6940008
South Dakota,US,44.36956169,-97.4913945
South Dakota,US,44.02193107,-97.12926365
South Dakota,US,44.35919441,-103.7929428
South Dakota,US,43.27841182,-96.7203905
South Dakota,US,43.89522709,-99.85201878
South Dakota,US,45.75870838,-97.59855639
South Dakota,US,45.76626028,-99.22118798
South Dakota,US,44.56676791,-102.7162741
South Dakota,US,43.58078848,-100.7563186
South Dakota,US,44.02197882,-97.60992207
South Dakota,US,44.02266214,-96.67081159
South Dakota,US,43.33749164,-102.5555498
South Dakota,US,45.49049506,-102.4755586
South Dakota,US,45.06583079,-99.95498503
South Dakota,US,45.62975048,-96.94672673
South Dakota,US,44.02351092,-98.0909816
South Dakota,US,44.93837606,-98.34626602
South Dakota,US,44.41381872,-100.7349153
South Dakota,US,44.71571812,-100.1278092
South Dakota,US,43.19338568,-100.7195503
South Dakota,US,43.34459388,-99.8854891
South Dakota,US,43.3109081,-97.14865776
South Dakota,US,42.83112163,-96.6557828
South Dakota,US,45.43019636,-100.0307514
South Dakota,US,43.00924485,-97.39467635
South Dakota,US,44.97881876,-101.6654622
Tennessee,US,35.51123746,-86.45549096
Tennessee,US,36.07110411,-88.06849355
Tennessee,US,35.59942968,-85.20611967
Tennessee,US,35.80990797,-86.05738983
Tennessee,US,36.28969086,-82.12588974
Tennessee,US,36.48319149,-83.65947309
Tennessee,US,36.55151008,-85.53930419
Tennessee,US,35.49090731,-86.07311784
Tennessee,US,35.81830662,-89.14916269
Tennessee,US,35.60048904,-88.11043779
Tennessee,US,35.97616272,-85.83689361
Tennessee,US,36.38128818,-84.92870012
Tennessee,US,35.20222469,-87.03992678
Tennessee,US,36.27469206,-83.51254721
Tennessee,US,35.38433717,-85.72142731
Tennessee,US,36.52692871,-83.22375847
Tennessee,US,35.20772017,-88.99161161
Tennessee,US,35.19732531,-88.18593755
Tennessee,US,36.44355426,-82.94885298
Tennessee,US,35.58332824,-89.28536625
Tennessee,US,35.65581134,-88.38600175
Tennessee,US,36.33160906,-88.30121797
Tennessee,US,35.80609681,-87.47643507
Tennessee,US,36.03958805,-87.77992872
Tennessee,US,36.36380466,-85.67239905
Tennessee,US,36.45523950000001,-81.84886538
Tennessee,US,36.34180170000001,-89.48921915
Tennessee,US,35.75893438,-89.63015909999999
Tennessee,US,35.21675201,-87.39787695
Tennessee,US,35.52853208,-87.49022694
Tennessee,US,35.13738622,-86.58910106
Tennessee,US,36.53157855,-86.00778595
Tennessee,US,35.61181957,-88.84076036
Tennessee,US,35.45798777,-86.76420988
Tennessee,US,35.17468549,-88.5647812
Tennessee,US,35.51558739,-84.81482914
Tennessee,US,35.27724699,-86.36230578
Tennessee,US,36.13248031,-84.64880098
Tennessee,US,36.35732446,-89.14921589
Tennessee,US,36.34117832,-85.28989535
Tennessee,US,36.55606529,-85.07763299999998
Tennessee,US,35.12245443,-84.52075859
Tennessee,US,35.60536161,-84.93076643
Tennessee,US,35.36979721,-85.41022136
Tennessee,US,36.25359775,-85.95411046
Tennessee,US,36.50235092,-87.83920548
Tennessee,US,36.39026213,-86.16087954
Tennessee,US,36.10890856,-82.43709629
Tennessee,US,36.28590426,-83.83651902
Tennessee,US,35.69864497,-85.45221699
Tennessee,US,35.6728299,-85.77969117
Tennessee,US,35.23868267,-87.78644456
Tennessee,US,36.29896232,-88.71990865
Tennessee,US,35.92929884,-85.45591799
Texas,US,31.81534745,-95.65354823
Texas,US,32.30468633,-102.6376548
Texas,US,31.25457347,-94.60901487
Texas,US,28.10556197,-96.9995047
Texas,US,33.61569967,-98.68754589
Texas,US,34.96507426,-101.3574874
Texas,US,29.88548725,-96.27736949
Texas,US,34.06854817,-102.8299707
Texas,US,29.74619598,-99.24598147
Texas,US,30.10370699,-97.31206354
Texas,US,33.61640794,-99.21352901
Texas,US,28.41761668,-97.74215593
Texas,US,30.26640707,-98.3999852
Texas,US,32.74363984,-101.4316509
Texas,US,31.89978581,-97.63613524
Texas,US,29.81008251,-103.2520326
Texas,US,34.53026962,-101.2084947
Texas,US,27.03103197,-98.21808402
Texas,US,30.49273808,-96.62158484
Texas,US,29.83668859,-97.61814775
Texas,US,28.47048236,-96.61633945
Texas,US,32.29760619,-99.37326312
Texas,US,32.97195142,-94.97790104
Texas,US,35.40365929,-101.3542669
Texas,US,33.07499881,-94.34646905
Texas,US,31.837258,-95.16559897
Texas,US,34.529304100000004,-100.2077916
Texas,US,33.78686685,-98.20771198
Texas,US,33.60425307,-102.8284499
Texas,US,31.88911733,-100.5297533
Texas,US,31.76736834,-99.45240766
Texas,US,34.96489496,-100.2700111
Texas,US,29.622098,-96.5273805
Texas,US,31.94854689,-98.55876441
Texas,US,31.32635934,-99.86473038
Texas,US,33.63979567,-97.21240912
Texas,US,31.39078397,-97.79936155
Texas,US,34.07783319,-100.2785062
Texas,US,30.72367027,-101.4134238
Texas,US,33.61431553,-101.3000364
Texas,US,31.44506775,-104.5185739
Texas,US,36.27787176,-102.6020725
Texas,US,32.74255572,-101.9477242
Texas,US,33.38570922,-95.66921122
Texas,US,33.61616822,-100.7788855
Texas,US,28.42270064,-99.75645095
Texas,US,34.96517499,-100.8140093
Texas,US,27.68184592,-98.50864568
Texas,US,32.32743996,-98.83243566
Texas,US,31.86898877,-102.5429428
Texas,US,29.98202582,-100.304252
Texas,US,32.23602653,-98.21773417
Texas,US,31.25350609,-96.93630086
Texas,US,32.74281316,-100.4019302
Texas,US,34.07227468,-101.3031546
Texas,US,33.97308618,-99.7767797
Texas,US,33.17653242,-95.21917243
Texas,US,31.70422788,-96.15072516
Texas,US,28.86751206,-99.10804207
Texas,US,32.74055318,-102.6353295
Texas,US,33.17969345,-101.2984114
Texas,US,30.31824095,-98.94676915
Texas,US,31.86942909,-101.5207776
Texas,US,28.65696592,-97.42760647
Texas,US,29.45634206,-97.49424032
Texas,US,35.40081878,-100.8129222
Texas,US,33.62744998,-96.67753461
Texas,US,34.07044901,-101.8268114
Texas,US,34.5307555,-100.6813852
Texas,US,31.70470573,-98.11083887
Texas,US,36.27743284,-101.3545796
Texas,US,34.28944521,-99.74632408
Texas,US,32.54935988,-94.36934071
Texas,US,35.84008013,-102.6029022
Texas,US,33.17823584,-99.73037358
Texas,US,35.83764858,-100.2703577
Texas,US,32.21128872,-95.85846587
Texas,US,31.99045053,-97.13423143
Texas,US,32.42990927,-97.83242024
Texas,US,33.14875072,-95.56351139
Texas,US,31.31925973,-95.42226208
Texas,US,32.30621324,-101.4356444
Texas,US,31.45628381,-105.388178
Texas,US,33.12351514,-96.08551032
Texas,US,35.84006574,-101.3546643
Texas,US,31.30375559,-100.982439
Texas,US,33.23377248,-98.17283469
Texas,US,28.95472367,-96.57749563
Texas,US,30.74685667,-94.02667579
Texas,US,30.71490589,-104.1399973
Texas,US,27.04453923,-98.6968187
Texas,US,27.73103938,-98.0904705
Texas,US,32.73997145,-99.87861576
Texas,US,28.90705334,-97.85960149
Texas,US,32.599141700000004,-96.28734728
Texas,US,26.92601662,-97.66413984
Texas,US,33.18104136,-100.7780939
Texas,US,30.06040006,-99.34930144
Texas,US,30.48678918,-99.74856473
Texas,US,33.61643847,-100.2558057
